Seção;Classe;Nome
N;81290;Atividades de limpeza não especificadas anteriormente
N;81303;Atividades paisagísticas
N;82113;Serviços combinados de escritório e apoio administrativo
N;82199;Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo
N;82202;Atividades de teleatendimento
N;82300;Atividades de organização de eventos, exceto culturais e esportivos
N;82911;Atividades de cobrança e informações cadastrais
N;82920;Envasamento e empacotamento sob contrato
N;82997;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente
O;84116;Administração pública em geral
O;84124;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais
O;84132;Regulação das atividades econômicas
O;84213;Relações exteriores
O;84221;Defesa
O;84230;Justiça
O;84248;Segurança e ordem pública
O;84256;Defesa Civil
O;84302;Seguridade social obrigatória
P;85112;Educação infantil - creche
P;85121;Educação infantil - pré-escola
P;85139;Ensino fundamental
P;85201;Ensino médio
P;85317;Educação superior - graduação
P;85325;Educação superior - graduação e pós-graduação
P;85333;Educação superior - pós-graduação e extensão
P;85414;Educação profissional de nível técnico
P;85422;Educação profissional de nível tecnológico
P;85503;Atividades de apoio à educação
P;85911;Ensino de esportes
P;85929;Ensino de arte e cultura
P;85937;Ensino de idiomas
P;85996;Atividades de ensino não especificadas anteriormente
Q;86101;Atividades de atendimento hospitalar
Q;86216;Serviços móveis de atendimento a urgências
Q;86224;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências
Q;86305;Atividades de atenção ambulatorial executadas por médicos e odontólogos
Q;86402;Atividades de serviços de complementação diagnóstica e terapêutica
Q;86500;Atividades de profissionais da área de saúde, exceto médicos e odontólogos
Q;86607;Atividades de apoio à gestão de saúde
Q;86909;Atividades de atenção à saúde humana não especificadas anteriormente
Q;87115;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares
Q;87123;Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio
Q;87204;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química
Q;87301;Atividades de assistência social prestadas em residências coletivas e particulares
Q;88006;Serviços de assistência social sem alojamento
R;90019;Artes cênicas, espetáculos e atividades complementares
R;90027;Criação artística
R;90035;Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas
R;91015;Atividades de bibliotecas e arquivos
R;91023;Atividades de museus e de exploração, restauração artística e conservação de lugares e prédios históricos e atrações similares
R;91031;Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental
R;92003;Atividades de exploração de jogos de azar e apostas
R;93115;Gestão de instalações de esportes
R;93123;Clubes sociais, esportivos e similares
R;93131;Atividades de condicionamento físico
R;93191;Atividades esportivas não especificadas anteriormente
R;93212;Parques de diversão e parques temáticos
R;93298;Atividades de recreação e lazer não especificadas anteriormente
S;94111;Atividades de organizações associativas patronais e empresariais
S;94120;Atividades de organizações associativas profissionais
S;94201;Atividades de organizações sindicais
S;94308;Atividades de associações de defesa de direitos sociais
S;94910;Atividades de organizações religiosas
S;94928;Atividades de organizações políticas
S;94936;Atividades de organizações associativas ligadas à cultura e à arte
S;94995;Atividades associativas não especificadas anteriormente
S;95118;Reparação e manutenção de computadores e de equipamentos periféricos
S;95126;Reparação e manutenção de equipamentos de comunicação
S;95215;Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico
S;95291;Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente
S;96017;Lavanderias, tinturarias e toalheiros
S;96025;Cabeleireiros e outras atividades de tratamento de beleza
S;96033;Atividades funerárias e serviços relacionados
S;96092;Atividades de serviços pessoais não especificadas anteriormente
T;97005;Serviços domésticos
U;99008;Organismos internacionais e outras instituições extraterritoriais
